     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.10709E+00    0.73061E+00   -0.22292E+01    0.97052E+00   -0.44948E-03    0.59990E+00   -0.15541E+02
         2   -0.12240E+00   -0.14710E+00    0.77563E+00   -0.19505E+01    0.97685E+00   -0.44512E-03    0.61200E+00   -0.23125E+02
         3   -0.68400E-01   -0.76979E-01    0.67283E+00   -0.25078E+01    0.98420E+00   -0.44014E-03    0.62600E+00   -0.22970E+02
         4   -0.60000E-01   -0.63274E-01    0.63510E+00   -0.29967E+01    0.76077E+00   -0.15883E-02    0.16734E+01    0.60681E+00
         5   -0.95500E-01   -0.11162E+00    0.65810E+00   -0.26221E+01    0.70308E+00   -0.17878E-02    0.17842E+01    0.37837E+00
         6   -0.55200E-01   -0.17983E-01    0.61674E+00   -0.33713E+01    0.79485E+00   -0.14873E-02    0.16099E+01    0.87710E+00
         7   -0.76900E-01   -0.76097E-01    0.21313E+00   -0.27402E+01    0.10462E+01   -0.10163E-05    0.23087E+01    0.16051E+01
         8   -0.10770E+01   -0.10887E+01    0.22146E+01   -0.50189E+00    0.37470E+03    0.78069E+03    0.17840E+00   -0.49428E+02
         9   -0.36140E+00   -0.35752E+00    0.19632E+01   -0.75283E+00    0.43184E+02    0.19954E+05    0.25000E+00   -0.11926E+03
        10   -0.11450E+00   -0.16588E+00    0.98470E+00   -0.21191E+01    0.93601E+00   -0.84243E-02    0.92020E+00   -0.16020E+02
        11   -0.84900E-01   -0.13295E+00    0.92106E+00   -0.23839E+01    0.96256E+00   -0.80781E-02    0.88840E+00   -0.22707E+02
        12   -0.51090E+00   -0.54058E+00    0.18305E+01   -0.10996E+01    0.10477E+01    0.80888E+00    0.36806E+01   -0.45409E+02
        13   -0.24870E+00   -0.27934E+00    0.95842E+00   -0.19137E+01    0.81956E+00   -0.85537E-02    0.27845E+01   -0.49077E+01
        14   -0.42970E+00   -0.32519E+00    0.10888E+01   -0.16745E+01    0.74480E+00   -0.98734E-02    0.28866E+01   -0.49423E+01
        15   -0.20360E+00   -0.25199E+00    0.94948E+00   -0.21529E+01    0.83811E+00   -0.82713E-02    0.27599E+01   -0.53537E+01
        16   -0.50170E+00   -0.48419E+00    0.20997E+01   -0.11361E+01    0.10836E+01    0.66124E+00    0.24884E+01   -0.15084E+02
        17   -0.37490E+00   -0.45007E+00    0.17356E+01   -0.10275E+01    0.10357E+00   -0.86686E+02    0.24801E+01   -0.11764E+02
        18   -0.74080E+00   -0.73917E+00    0.17504E+01   -0.90772E+00    0.18817E-01   -0.42226E+05    0.10773E+01   -0.17400E+02
        19   -0.33500E+00   -0.32800E+00    0.14257E+01   -0.13616E+01    0.52953E+00   -0.28285E+03    0.11931E+01   -0.39537E+02
        20   -0.45320E+00   -0.45869E+00    0.21409E+01   -0.60475E+00    0.80766E+00    0.21511E+01    0.13771E+01    0.25953E+02
        21   -0.37710E+00   -0.32587E+00    0.17299E+01   -0.90712E+00    0.96994E+00    0.16345E+01    0.14937E+01    0.12341E+03
        22   -0.29730E+00   -0.27325E+00    0.11109E+01   -0.20183E+01    0.84745E+00   -0.41136E-01    0.24723E+01   -0.11926E+02
        23   -0.17380E+00   -0.21508E+00    0.11339E+01   -0.19071E+01    0.82135E+00   -0.93114E-01    0.11542E+01   -0.11036E+02
        24   -0.24740E+00   -0.25470E+00    0.12285E+01   -0.16687E+01    0.69510E+00   -0.11960E+00    0.12619E+01   -0.74696E+01
        25   -0.15630E+00   -0.18941E+00    0.11303E+01   -0.21455E+01    0.82074E+00   -0.93218E-01    0.11547E+01   -0.10890E+02
        26   -0.13960E+00   -0.18127E+00    0.77454E+00   -0.23519E+01    0.77434E+00   -0.10864E-01    0.22826E+01   -0.68158E-01
        27   -0.24600E+00   -0.22519E+00    0.83002E+00   -0.20580E+01    0.69092E+00   -0.12889E-01    0.23970E+01   -0.60439E+00
        28   -0.11410E+00   -0.14735E+00    0.76552E+00   -0.26459E+01    0.79905E+00   -0.10363E-01    0.22499E+01    0.39759E-01
        29   -0.22910E+00   -0.18022E+00    0.10844E+01   -0.20346E+01    0.87847E+00   -0.38515E-01    0.83030E+00   -0.14185E+02
        30   -0.31450E+00   -0.22768E+00    0.12424E+01   -0.17803E+01    0.79180E+00   -0.45009E-01    0.91370E+00   -0.10752E+02
        31   -0.17230E+00   -0.14896E+00    0.10529E+01   -0.22889E+01    0.87687E+00   -0.38620E-01    0.83180E+00   -0.12854E+02
        32   -0.26870E+00   -0.21416E+00    0.11977E+01   -0.21396E+01    0.85810E+00   -0.79524E-01    0.13803E+01   -0.17303E+02
        33   -0.50810E+00   -0.51991E+00    0.22108E+01   -0.50385E+00    0.84286E+00    0.13800E+01    0.21809E+01    0.28408E+02
        34   -0.39760E+00   -0.37571E+00    0.17888E+01   -0.75578E+00    0.97793E+00    0.11042E+01    0.23054E+01    0.15159E+03
        35   -0.33830E+00   -0.27333E+00    0.14073E+01   -0.17131E+01    0.79839E+00   -0.74842E+01    0.88170E+00   -0.45106E+02
        36   -0.64700E+00   -0.62186E+00    0.20823E+01   -0.11513E+01    0.10669E+01    0.11270E+01    0.44292E+01   -0.72524E+02
        37   -0.43320E+00   -0.50299E+00    0.24643E+01   -0.48184E+00    0.84910E+00    0.25756E+01    0.16724E+01    0.62266E+02
        38   -0.39430E+00   -0.39599E+00    0.19467E+01   -0.72276E+00    0.92712E+00    0.22574E+01    0.17208E+01    0.10193E+03
        39   -0.68740E+00   -0.64348E+00    0.17541E+01   -0.64594E+00    0.11643E+03    0.45436E+02    0.16335E+01   -0.12347E+02
        40   -0.41800E+00   -0.44121E+00    0.14738E+01   -0.96891E+00    0.39661E+02    0.22852E+03    0.15158E+01   -0.17014E+02
        41   -0.49870E+00   -0.52078E+00    0.21223E+01   -0.10612E+01    0.97183E+00    0.80030E+00    0.38760E+01    0.65476E+02
        42   -0.46700E-01   -0.35096E-01    0.40419E+00   -0.26164E+01    0.98834E+00   -0.43680E-05    0.77600E+00   -0.10769E+02
        43   -0.63130E+00   -0.60857E+00    0.20413E+01   -0.10435E+01    0.11071E+01    0.93001E+00    0.44912E+01   -0.34488E+02
