    0.21868E+00    0.19806E+02
    0.16928E+00    0.19806E+02
    0.22328E+00    0.19806E+02
    0.23168E+00    0.19806E+02
    0.19618E+00    0.19806E+02
    0.23648E+00    0.19806E+02
    0.23881E+00    0.27148E+02
   -0.71607E+00    0.81429E+01
   -0.47000E-03    0.81429E+01
    0.24643E+00    0.81429E+01
    0.16413E+00    0.81429E+01
    0.27603E+00    0.81429E+01
   -0.11322E+00    0.55683E+02
    0.42980E-01    0.12035E+02
   -0.13802E+00    0.12035E+02
    0.88080E-01    0.12035E+02
    0.54270E-01    0.19054E+03
    0.20500E-02    0.77554E+01
   -0.45697E+00    0.14667E+02
   -0.51170E-01    0.14667E+02
   -0.15335E+00    0.22469E+02
   -0.77250E-01    0.22469E+02
   -0.34200E-02    0.11709E+02
    0.11301E+00    0.13084E+02
    0.39410E-01    0.13084E+02
    0.13051E+00    0.13084E+02
    0.14470E+00    0.14250E+02
    0.17020E+00    0.14250E+02
    0.70120E-01    0.11091E+02
   -0.15280E-01    0.11091E+02
    0.30520E-01    0.11091E+02
   -0.14988E+00    0.70213E+02
   -0.20825E+00    0.22469E+02
   -0.97750E-01    0.22469E+02
   -0.48500E-01    0.12372E+02
   -0.34213E+00    0.23963E+02
   -0.13398E+00    0.11091E+02
   -0.40357E+00    0.14667E+02
   -0.13417E+00    0.14667E+02
    0.12793E+00    0.34104E+03
    0.25252E+00    0.11091E+02
   -0.22388E+00    0.60099E+02
