     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.78688E-01    0.44864E+00    0.29927E-01   -0.26811E-01   -0.18461E+02    0.14145E+02    0.21239E+01
         2   -0.12240E+00   -0.93304E-01    0.49274E+00    0.23423E-01   -0.30991E-01   -0.23473E+02    0.14165E+02    0.15173E+01
         3   -0.68400E-01   -0.62299E-01    0.38888E+00    0.15923E-01   -0.22316E-01   -0.34335E+02    0.14188E+02    0.33883E+01
         4   -0.60000E-01   -0.68541E-01    0.30164E+00    0.27428E+00   -0.12885E-01   -0.43561E+01    0.11349E+02    0.10713E+01
         5   -0.95500E-01   -0.81495E-01    0.33753E+00    0.35410E+00   -0.13600E-01   -0.35852E+01    0.11177E+02    0.90313E+00
         6   -0.55200E-01   -0.59666E-01    0.27589E+00    0.23011E+00   -0.12161E-01   -0.50209E+01    0.11448E+02    0.12672E+01
         7   -0.76900E-01   -0.14142E+00    0.10135E+01    0.45129E-01   -0.66776E-02    0.54170E+00    0.18871E+02    0.73128E+00
         8   -0.10770E+01   -0.10537E+01    0.22091E+01    0.19305E+02   -0.47189E-02    0.13257E+03    0.19425E+02   -0.00000E+00
         9   -0.36140E+00   -0.35197E+00    0.19613E+01    0.64193E+01   -0.26466E-02    0.10500E+04    0.19561E+02   -0.58272E+00
        10   -0.11450E+00   -0.17426E+00    0.87422E+00    0.66143E-01   -0.16062E-01   -0.23060E+02    0.12847E+02    0.39454E+01
        11   -0.19680E+00   -0.19492E+00    0.93907E+00    0.55536E-01   -0.19988E-01   -0.27245E+02    0.12866E+02    0.21051E+01
        12   -0.84900E-01   -0.14578E+00    0.80902E+00    0.38160E-01   -0.12961E-01   -0.39137E+02    0.12899E+02    0.12235E+02
        13   -0.51090E+00   -0.52889E+00    0.18470E+01    0.46570E-01   -0.84708E-02    0.26590E+02    0.72454E+01   -0.61728E+02
        14   -0.24870E+00   -0.25952E+00    0.87603E+00    0.19931E+00   -0.14621E+00   -0.99891E+01    0.16310E+02   -0.20560E+01
        15   -0.42970E+00   -0.38316E+00    0.10102E+01    0.29571E+00   -0.24409E+00   -0.72443E+01    0.16124E+02   -0.87054E+01
        16   -0.20360E+00   -0.25320E+00    0.86616E+00    0.17684E+00   -0.14193E+00   -0.11069E+02    0.16354E+02   -0.22170E+01
        17   -0.50170E+00   -0.50746E+00    0.20626E+01    0.80276E-01   -0.86460E-02    0.40228E+01    0.33429E+01    0.57848E+01
        18   -0.37490E+00   -0.40843E+00    0.17432E+01    0.27855E+01   -0.28172E-02   -0.47652E+02    0.18778E+02   -0.84861E+00
        19   -0.74080E+00   -0.70976E+00    0.17503E+01    0.71528E+01   -0.72185E-02   -0.38311E+03    0.10755E+02    0.00000E+00
        20   -0.33500E+00   -0.37935E+00    0.14249E+01    0.64652E+00   -0.31388E-02   -0.22883E+03    0.10936E+02   -0.50352E+01
        21   -0.45320E+00   -0.47054E+00    0.21320E+01    0.21402E+00   -0.14337E-01   -0.11405E+02    0.11395E+02   -0.00000E+00
        22   -0.37710E+00   -0.38204E+00    0.17201E+01    0.30527E-01   -0.51276E-02   -0.69604E+02    0.11175E+02   -0.92971E+00
        23   -0.29730E+00   -0.20785E+00    0.10742E+01    0.16571E+00   -0.65215E-02   -0.20679E+02    0.14828E+02   -0.38334E+01
        24   -0.17380E+00   -0.18964E+00    0.10955E+01    0.19712E+00   -0.74597E-02   -0.17305E+02    0.16954E+02   -0.10863E+01
        25   -0.24740E+00   -0.22015E+00    0.11931E+01    0.36571E+00   -0.10155E-01   -0.10602E+02    0.16728E+02   -0.12774E+01
        26   -0.15630E+00   -0.18899E+00    0.10919E+01    0.19787E+00   -0.73501E-02   -0.17250E+02    0.16953E+02   -0.12106E+01
        27   -0.13960E+00   -0.11354E+00    0.62135E+00    0.25645E+00   -0.77789E-02   -0.84880E+01    0.12182E+02    0.92297E+01
