     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        28   -0.11410E+00   -0.10321E+00    0.60991E+00    0.22480E+00   -0.75558E-02   -0.94530E+01    0.12235E+02    0.13043E+02
        29   -0.22910E+00   -0.19242E+00    0.10589E+01    0.12967E+00   -0.78443E-02   -0.17802E+02    0.15582E+02   -0.11744E+01
        30   -0.31450E+00   -0.23640E+00    0.12182E+01    0.23398E+00   -0.13169E-01   -0.10677E+02    0.15426E+02   -0.19043E+01
        31   -0.26870E+00   -0.24813E+00    0.11849E+01    0.15318E+00   -0.75272E-02   -0.23634E+02    0.13255E+02   -0.42206E+01
        32   -0.57740E+00   -0.54495E+00    0.21574E+01    0.91586E-02   -0.48223E-01   -0.13562E+03    0.73510E+01    0.84746E+01
        33   -0.50810E+00   -0.47013E+00    0.22041E+01    0.17116E+00   -0.96792E-02   -0.10068E+02    0.12550E+02    0.00000E+00
        34   -0.39760E+00   -0.38296E+00    0.17815E+01    0.22313E-01   -0.31117E-02   -0.69022E+02    0.12311E+02   -0.91870E+00
        35   -0.33830E+00   -0.34129E+00    0.14078E+01    0.22564E+00   -0.38219E-02   -0.13652E+03    0.11706E+02   -0.87617E+01
        36   -0.64700E+00   -0.68483E+00    0.20426E+01    0.64810E-01   -0.36873E+00    0.33867E+02    0.15597E+02   -0.95651E+00
        37   -0.43320E+00   -0.43828E+00    0.24111E+01    0.16376E+00   -0.10998E-01   -0.17515E+02    0.21187E+02   -0.00000E+00
        38   -0.68740E+00   -0.71748E+00    0.17560E+01    0.10697E+02   -0.91856E-02    0.36940E+02    0.14523E+02   -0.00000E+00
        39   -0.41800E+00   -0.47296E+00    0.14749E+01    0.61389E+01   -0.41051E-02    0.11696E+03    0.14757E+02   -0.82946E+00
        40   -0.49870E+00   -0.53151E+00    0.21666E+01    0.28575E-01   -0.31082E-01   -0.26142E+02    0.56553E+01    0.56948E+01
        41   -0.46700E-01   -0.29968E-01    0.45477E+00    0.11733E-01   -0.42331E-02   -0.25137E+01    0.17431E+02    0.73656E+00
        42   -0.63130E+00   -0.58303E+00    0.20290E+01    0.10181E+00   -0.20870E+00    0.16566E+02    0.12904E+02   -0.12396E+01
